,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,Animal,Behavior
12,0.0156,0.0078,1.0185,0.0135,0.0078,1.0244,0.0078,0.0078,1.0219,0.005,0.0078,1.0166,0.0031,0.0078,1.0166,0.0113,0.0113,1.0166,0.0156,0.0119,1.0166,0.0116,0.0078,1.0166,0.0122,0.0078,1.0166,0.0109,0.0078,1.0213,0.0078,0.0078,1.0194,0.0078,0.0185,1.0326,0.0191,0.0347,1.0063,0.0294,-0.0084,1.0169,0.0,0.0391,1.0057,-0.0407,0.0482,0.955,-0.157,0.1433,0.9806,-0.1361,0.0988,0.935,-0.1486,0.0469,0.9853,-0.1955,0.1017,0.9931,-0.3247,0.0507,0.9174,-0.4223,-0.045,0.9806,-0.4195,-0.0122,1.0157,-0.3876,0.0691,1.0013,-0.3237,0.0673,0.9556,-0.305,0.0973,0.9362,-0.34,0.122,0.9869,-0.4251,0.1089,1.0463,-0.4032,0.1211,0.9903,-0.3863,0.0829,0.9791,-0.3704,0.0748,0.9697,-0.3253,0.0591,0.9547,-0.3131,0.0388,0.975,-0.2593,0.0532,0.9781,-0.2393,0.0282,0.9681,-0.2481,0.0701,1.0025,-0.1892,0.0935,0.9953,-0.2374,0.0973,1.0078,-0.2659,0.0541,0.9572,-0.2096,0.0016,1.0072,-0.1692,-0.0013,1.0441,-0.2468,-0.0275,1.041,-0.2868,0.0263,1.0616,-0.1642,0.0547,1.0166,-0.1564,0.0156,1.087,-0.1173,0.0156,1.0479,-0.172,-0.0391,1.0479,-0.0704,-0.0547,1.0244,-0.0156,-0.0626,1.0557,0.0078,-0.0235,1.0557,KR52F001,Stand
13,0.0391,0.0078,1.0401,0.0235,0.0078,1.0401,0.0,0.0078,1.0244,-0.0156,0.0235,1.0244,-0.0313,0.0313,1.0244,-0.0547,0.0469,1.0244,-0.0626,0.0391,1.0244,-0.0547,0.0235,1.0322,-0.0547,0.0235,1.0401,-0.0547,0.0313,1.0322,-0.0626,0.0235,1.0322,-0.0547,0.0313,1.0244,-0.0547,0.0313,1.0244,-0.0469,0.0313,1.0244,-0.0547,0.0391,1.0244,-0.0547,0.0313,1.0244,-0.0547,0.0235,1.0322,-0.0547,0.0313,1.0322,-0.0469,0.0313,1.0244,-0.0469,0.0235,1.0322,-0.0469,0.031,1.0322,-0.0469,0.0235,1.0316,-0.0469,0.0244,1.0254,-0.0469,0.0313,1.0322,-0.0454,0.0313,1.0322,-0.041,0.0294,1.0322,-0.0469,0.0235,1.0322,-0.0469,0.0235,1.0322,-0.0469,0.0235,1.0351,-0.0469,0.0266,1.0369,-0.0469,0.0313,1.0357,-0.0432,0.0313,1.0326,-0.0432,0.0272,1.0285,-0.0425,0.0278,1.0322,-0.0438,0.0313,1.0275,-0.0469,0.0313,1.0244,-0.0416,0.01,1.0191,-0.0222,-0.045,1.0448,-0.0097,-0.0031,1.0319,-0.0266,0.0094,1.0494,-0.051,0.0407,1.0229,-0.0479,0.0469,0.9891,-0.0181,0.0469,0.9565,-0.0235,0.0547,0.9931,-0.0626,0.0938,0.9697,-0.0485,0.1098,0.9788,-0.0841,0.116,1.0075,-0.0597,0.1007,0.9969,-0.0328,0.0963,1.0232,0.0,0.111,1.0166,KR52F001,Stand
14,0.0,0.1154,1.0185,-0.0044,0.1095,1.0266,-0.0206,0.107,1.0448,-0.0397,0.1411,1.0488,-0.0673,0.1986,1.0025,-0.1032,0.1867,0.9966,-0.1326,0.2105,0.9897,-0.1611,0.2268,0.9734,-0.193,0.2136,0.9784,-0.208,0.2127,0.9947,-0.2061,0.219,0.996,-0.1927,0.2243,0.9931,-0.1877,0.2155,0.9819,-0.2233,0.1933,1.0013,-0.2471,0.219,0.9963,-0.1977,0.2399,0.9931,-0.2152,0.2975,0.9656,-0.2262,0.2978,0.9475,-0.219,0.305,0.9619,-0.219,0.2972,0.9853,-0.2039,0.29,0.954,-0.2183,0.3037,0.9547,-0.2102,0.2893,0.9628,-0.2021,0.2893,0.9684,-0.1955,0.2893,0.9619,-0.1955,0.2875,0.96,-0.1955,0.2815,0.9562,-0.1955,0.284,0.9619,-0.1955,0.2893,0.9647,-0.1924,0.2893,0.9728,-0.1877,0.2893,0.9706,-0.1877,0.2893,0.9619,-0.1917,0.2893,0.9619,-0.1911,0.285,0.9575,-0.1877,0.2862,0.954,-0.1877,0.2843,0.959,-0.1877,0.2815,0.9619,-0.182,0.2872,0.9619,-0.1799,0.2953,0.9559,-0.1673,0.2659,1.0103,-0.1117,0.1989,1.0047,-0.1361,0.167,1.0285,-0.1336,0.1498,1.0179,-0.1017,0.1329,1.0244,-0.0626,0.1251,1.0401,-0.0704,0.0938,1.0635,-0.0938,0.0469,1.0479,-0.1017,-0.0235,0.9697,-0.1408,-0.1877,0.8524,-0.0156,0.6647,0.6725,KR52F001,Stand
15,-0.1799,-0.1564,0.9619,-0.2581,-0.0782,0.9775,-0.2424,-0.1486,0.954,-0.2502,-0.1408,0.9853,-0.2346,-0.1486,0.9697,-0.219,-0.1017,1.0479,-0.2659,-0.1095,1.0557,-0.2111,-0.0704,1.0479,-0.1314,-0.0316,1.0751,-0.092,-0.0397,0.98,-0.0666,-0.0441,1.0107,-0.0378,-0.0297,1.0219,-0.0266,-0.0657,1.0057,-0.0135,-0.0838,1.0006,-0.0597,-0.0973,1.02,-0.1404,-0.056,0.9988,-0.1198,0.0106,0.9662,-0.0328,0.0094,0.9619,0.0275,0.0034,0.9991,0.0888,0.0153,1.0429,0.1254,0.0153,1.0469,0.1417,-0.0009,1.0157,0.1392,0.0203,1.0322,0.1379,0.0391,1.0479,0.1354,0.0285,1.0372,0.1048,-0.0103,1.0379,0.0522,-0.0116,1.0163,0.0516,-0.0266,1.0275,0.0416,-0.0444,1.0257,0.0253,-0.0194,1.0107,0.0307,-0.0228,1.0016,0.0235,-0.0469,1.0244,0.0156,-0.0547,1.0244,0.0156,-0.0385,1.0244,0.015,-0.0235,1.0244,0.0078,-0.0225,1.0244,0.0078,-0.0144,1.0232,0.0078,-0.0078,1.0182,0.0097,-0.0059,1.0244,0.0178,-0.0022,1.0266,0.021,-0.0078,1.0297,0.0156,-0.0078,1.0244,0.0188,-0.0078,1.0244,0.0235,0.0404,1.0485,0.016,0.0904,1.0604,-0.0084,0.0538,1.0279,-0.0016,-0.0213,1.0385,0.0485,-0.0626,1.0182,0.0554,-0.0626,0.9881,0.0576,-0.02,1.0544,KR52F001,Stand
16,-0.1173,0.1095,0.8837,-0.0938,0.1408,1.0088,0.1173,0.1799,1.1417,0.0547,0.2111,0.954,0.1017,0.0704,1.1417,0.0704,0.086,1.0792,0.1486,0.0469,1.0479,0.172,0.0391,1.0088,0.2033,0.0313,1.2121,0.2659,0.0469,1.0948,-0.086,0.086,0.782,-0.2659,-0.1408,0.8446,-0.1877,0.0469,0.8211,-0.0782,0.0235,1.4623,0.0235,-0.0078,1.1339,0.0391,0.086,1.1104,0.1799,0.1095,1.0713,0.2033,0.0469,1.001,0.2033,0.0391,0.9853,0.2268,0.0469,0.9697,0.1608,0.0544,1.0854,0.4373,0.0494,1.041,0.2165,0.0744,0.9356,-0.0613,0.0219,0.7867,-0.183,-0.0688,1.015,-0.0466,0.0863,0.9375,-0.0441,0.0166,0.7598,0.031,-0.0341,0.9437,0.061,0.1038,1.046,0.1329,0.0657,1.0291,0.1758,0.0338,1.1023,0.1633,0.0357,1.1004,0.2039,0.0235,1.0313,0.2277,0.0497,1.0,0.2064,0.0704,1.0682,0.3478,0.0654,1.0532,0.3369,0.1051,0.9049,0.0979,0.1702,0.6947,-0.1667,-0.0798,0.8058,-0.0454,-0.0203,1.0416,-0.0788,0.0945,0.9687,-0.0938,0.0063,0.96,0.0932,0.0497,0.9187,0.0938,-0.0078,1.0244,0.1017,-0.0313,0.9931,0.1811,0.0013,1.0019,0.2143,0.0307,1.0301,0.2484,0.0319,1.1032,0.2008,0.1176,1.1201,-0.0094,0.2127,0.8336,KR52F001,Sweep
17,-0.1464,0.0263,0.7047,-0.162,-0.1658,0.8977,-0.1038,-0.0494,0.8483,0.0022,0.0669,0.9059,0.0328,-0.0156,0.8539,0.1351,-0.0475,0.8865,0.1952,0.0275,0.996,0.2155,0.0072,1.0122,0.2093,0.0009,1.0097,0.1955,0.0172,1.0354,0.3807,0.0135,1.0929,0.3679,0.0131,1.0864,0.1101,0.0269,0.9081,-0.1411,-0.0222,0.7554,-0.1455,-0.208,0.94,-0.1921,-0.0663,0.9012,0.0031,0.1064,1.0006,0.0025,0.0676,0.9303,0.0156,-0.0782,0.9775,-0.0938,-0.0547,1.1339,0.0313,0.0185,1.1621,0.0338,0.0841,1.0839,0.0729,0.0616,1.0469,0.1486,0.0522,1.0476,0.219,0.0375,1.0885,0.4348,0.0407,1.0629,0.1633,0.112,0.9443,-0.005,0.1564,0.9443,-0.041,-0.0244,1.0654,-0.0391,-0.0094,1.1073,-0.0031,0.127,1.0441,-0.0244,0.0607,0.9622,0.0163,0.02,1.0272,0.0619,0.0313,1.0773,0.0344,0.0547,1.0448,0.0601,0.0554,1.0322,0.1257,0.0416,1.0269,0.0957,0.0504,1.0244,0.2327,0.0845,0.9888,0.1439,0.05,1.015,0.0109,-0.0529,1.0179,-0.1592,-0.0635,0.9271,-0.1942,0.0238,0.9293,-0.1408,0.1095,0.9619,-0.1017,-0.0078,1.0713,-0.0704,0.0078,1.0792,-0.0391,-0.0078,1.0322,-0.0391,0.0078,1.0166,-0.0235,0.0078,1.0244,-0.0156,0.0078,1.0322,KR52F001,Sweep
18,0.0632,0.0738,0.8902,0.0913,0.1526,0.9722,-0.0407,0.1298,1.1574,0.0282,0.1567,1.1605,-0.3065,0.3166,1.0648,-0.1802,0.3816,1.0779,0.0532,0.3228,1.1586,0.1971,0.2534,1.1386,0.2152,0.1264,1.0566,0.1001,0.0256,0.9991,-0.03,-0.0638,0.9666,0.0482,-0.1289,1.016,0.1705,-0.1329,0.9791,0.1717,-0.1924,0.9684,0.1673,-0.1123,1.0704,0.2756,-0.0153,1.1442,0.2415,0.0713,1.092,0.269,0.025,1.0526,-0.5461,-0.8067,0.9756,-0.2909,-0.5834,1.0857,-0.0044,-0.3159,1.0666,-0.0391,-0.0469,1.0479,-0.0156,-0.1877,0.9931,0.1742,0.0019,1.1689,0.2255,0.0563,1.0713,0.2121,0.152,1.0676,0.2039,0.0913,1.0238,0.097,0.2143,0.9431,0.0163,0.0679,0.9881,0.1392,-0.0216,1.0494,0.1555,0.0485,1.0057,0.0197,0.0735,0.9647,-0.0141,-0.0109,0.904,0.0773,0.0131,0.9863,0.101,0.0682,0.955,0.1051,0.0641,0.9102,0.0938,0.1279,0.9615,0.1267,0.1392,0.9978,0.2036,-0.0022,1.0654,0.2452,-0.0038,0.9935,0.1996,0.02,0.8934,0.1085,0.0572,0.9234,0.0923,0.0766,0.9947,0.1661,0.0191,0.884,0.1248,0.1042,0.8602,0.0454,0.0382,0.9249,0.1095,0.0156,1.0088,-0.0469,0.0704,1.0322,-0.0626,0.0,1.0401,-0.1799,0.0235,1.0401,KR52F001,Forward Loco
19,-0.1251,0.086,1.0244,-0.1564,0.0782,1.0322,-0.1017,0.0391,1.0401,-0.1251,0.0704,1.0166,-0.1329,0.0704,1.001,-0.1408,0.0626,1.001,-0.1408,0.0547,1.0166,-0.1408,0.0469,1.0244,-0.1329,0.0547,1.0244,-0.1329,0.0469,1.0244,-0.1329,0.0469,1.0244,-0.1329,0.0469,1.0244,-0.1173,0.0391,1.0244,-0.086,-0.0235,1.0557,-0.1486,0.0,1.0166,-0.1799,0.1251,1.0244,-0.1642,0.1408,1.0401,-0.0704,0.2659,0.9228,-0.1251,0.2893,0.9071,-0.1642,0.2111,0.9853,-0.0948,0.0607,1.0692,-0.1179,0.0144,1.0153,-0.1242,-0.0094,0.9991,-0.1148,-0.0769,0.9791,-0.1064,-0.0657,0.954,-0.1214,-0.0413,0.9891,-0.1029,-0.0213,0.9966,-0.091,-0.0106,1.0003,-0.096,0.0028,1.0322,-0.0891,0.0016,1.0322,-0.087,-0.0009,1.0288,-0.0782,0.0041,1.0244,-0.0782,0.0041,1.0204,-0.0782,0.0078,1.021,-0.0829,0.0078,1.0291,-0.086,0.0078,1.0272,-0.0807,0.0078,1.0191,-0.0838,0.0078,1.0166,-0.092,0.0078,1.0225,-0.0813,0.0078,1.0182,-0.0848,0.0078,1.0166,-0.086,0.0078,1.0235,-0.086,0.0078,1.0244,-0.086,0.0078,1.0166,-0.1017,-0.0078,1.0479,-0.0988,-0.0466,1.0707,-0.0307,-0.0397,1.0519,-0.0244,-0.046,1.0107,-0.0325,-0.0404,1.0257,-0.0407,-0.0438,1.0307,KR52F001,Stand
20,-0.0488,-0.0313,1.0263,-0.0591,-0.0291,1.0344,-0.0629,-0.031,1.0301,-0.0469,-0.0441,1.0144,-0.0469,-0.0391,1.0244,-0.0469,-0.0391,1.0244,-0.0469,-0.0391,1.0244,-0.0469,-0.0391,1.0204,-0.0469,-0.0391,1.0254,-0.0469,-0.0438,1.0275,-0.0419,-0.0419,1.0244,-0.0444,-0.0391,1.0244,-0.0469,-0.0391,1.0244,-0.0529,-0.0391,1.0304,-0.0485,-0.0391,1.0322,-0.0469,-0.0391,1.0322,-0.0469,-0.0322,1.0254,-0.0469,-0.0385,1.0316,-0.0469,-0.0391,1.0244,-0.0547,-0.0391,1.0244,-0.0547,-0.0319,1.031,-0.0547,-0.0469,1.0003,-0.0491,-0.0422,0.9969,-0.0241,-0.0166,1.0294,-0.0985,-0.05,1.051,-0.0566,-0.0056,1.0341,-0.0735,0.0028,1.0247,-0.1167,0.0904,1.0028,-0.1458,0.1273,1.0457,-0.1814,0.1079,1.0463,-0.2424,0.0594,1.0254,-0.2011,-0.0144,1.0166,-0.1483,-0.0225,1.0085,-0.1057,0.0175,1.0053,-0.0313,0.0266,0.9947,-0.01,0.0235,0.9953,-0.0103,0.0022,1.0116,0.0203,0.0203,1.0166,0.0432,0.0194,1.0047,0.0344,0.0156,1.0135,0.051,0.0485,1.0297,0.0547,0.0685,1.0185,0.0404,0.0704,1.0238,0.0469,0.0704,1.0244,0.0469,0.0704,1.0244,0.0391,0.0704,1.0088,0.0391,0.0704,1.0166,0.0391,0.0704,1.0166,0.0469,0.0704,1.0166,0.0469,0.0626,1.0244,KR52F001,Stand
21,-0.0404,-0.0322,0.96,-0.0113,0.03,1.0072,0.0313,0.0344,1.0103,0.0522,0.0247,0.9956,0.1167,-0.0041,0.9587,0.2186,-0.0006,0.99,0.172,0.0156,1.0244,0.172,-0.0313,1.0479,0.2118,-0.0203,0.9625,0.2218,0.0554,0.9806,0.2008,0.0597,1.0175,0.4504,0.0391,1.0294,0.2925,0.0219,1.0354,0.0303,-0.0413,0.8902,-0.0579,0.0028,0.7604,-0.0885,0.0804,0.9788,-0.0769,0.0932,1.0282,-0.0282,0.0094,0.9994,-0.0206,-0.0698,1.0294,-0.0019,-0.0091,1.0782,0.116,0.0072,1.1067,0.1886,-0.0122,1.0623,0.219,0.0078,0.9869,0.2596,0.0285,0.9719,0.295,0.0366,1.02,0.3669,0.0166,1.0795,0.3613,0.0732,1.1542,0.2143,0.1752,0.9978,0.0419,0.1429,0.8161,-0.0669,-0.0597,0.955,-0.1573,0.0147,0.8696,-0.0938,0.1799,0.9853,-0.0391,0.086,0.8758,0.086,-0.0156,0.6412,0.2659,0.0391,0.8993,0.1955,0.1486,0.9462,0.2111,0.086,0.9853,0.2268,0.086,1.0322,0.2346,0.0469,0.9775,0.2502,0.0938,1.0166,0.2581,0.0704,0.9853,0.3363,0.0626,1.0792,0.2659,0.1173,1.1104,0.0547,0.1642,1.0088,-0.0469,0.1642,0.9149,-0.1564,0.1095,0.9071,-0.1486,-0.0391,1.001,-0.0938,-0.1251,1.001,-0.0313,-0.0782,1.0322,0.0078,-0.0626,0.9619,KR52F001,Sweep
22,0.0704,0.0078,1.0557,0.0938,0.0,1.0713,0.0078,-0.1329,0.9775,0.0626,-0.1251,0.9697,0.1095,-0.0626,0.9071,0.0938,-0.0547,1.1261,0.0782,-0.0235,1.0792,0.1017,0.0235,1.0713,0.2556,0.0472,1.0554,0.1986,0.0541,1.0529,0.2449,0.0479,1.1142,0.3081,0.0597,1.1342,0.1986,0.0532,1.0792,-0.0347,-0.0332,0.996,-0.2124,0.1489,0.9634,-0.1955,0.2077,1.0454,-0.1392,0.0441,1.0372,-0.036,-0.0328,0.9822,-0.1035,0.0951,1.0413,-0.1542,0.0813,1.2083,-0.081,-0.0041,1.1555,-0.0372,-0.0078,1.0929,0.0047,-0.0078,1.0651,-0.0066,0.0122,1.0907,0.1467,0.0607,1.0573,0.0748,0.0106,0.8295,-0.0676,-0.1107,0.8339,-0.0438,-0.0156,0.929,-0.0444,0.1536,1.0776,0.0494,0.0904,1.0751,-0.0022,-0.0873,1.1217,-0.0391,0.0469,0.9697,-0.0704,0.1486,1.1808,-0.0288,0.0845,1.1004,0.0344,0.045,1.0491,0.0751,0.016,1.0616,0.1157,-0.0166,1.0504,0.172,0.0985,1.0839,0.2246,0.0973,1.1896,0.0588,0.1395,1.1595,-0.0563,0.1038,0.9487,-0.1207,-0.05,1.0954,-0.0938,-0.0688,1.1042,-0.02,0.1154,1.0879,-0.0044,0.1486,1.0454,0.016,-0.0629,0.964,-0.051,-0.0942,1.1067,-0.0626,-0.0016,1.1949,0.0188,0.0034,1.1123,0.0948,-0.0344,1.0604,KR52F001,Sweep
23,-0.0957,0.1711,1.0588,-0.1667,0.0973,1.0125,-0.2487,0.0485,0.9712,-0.3056,-0.0031,0.9481,-0.3175,0.0626,0.9531,-0.3053,0.0707,0.9856,-0.3347,0.0694,0.98,-0.3472,0.0719,0.965,-0.3291,0.0682,0.9619,-0.31,0.0572,0.9725,-0.2993,0.0491,0.9831,-0.2912,0.0469,0.9794,-0.2956,0.0469,0.9712,-0.2972,0.0469,0.9762,-0.2834,0.0469,0.9775,-0.2887,0.0397,0.9847,-0.2815,0.0391,0.9853,-0.2815,0.0469,0.9775,-0.2815,0.0469,0.9853,-0.2737,0.0469,0.9853,-0.2659,0.0469,0.9931,-0.2737,0.0469,0.9853,-0.2737,0.0469,0.9853,-0.2737,0.0469,0.9775,-0.2737,0.0469,0.9775,-0.2737,0.0469,0.9775,-0.2659,0.0469,0.9853,-0.2737,0.0469,0.9931,-0.2737,0.0469,0.9853,-0.2659,0.0469,0.9853,-0.2659,0.0469,0.9853,-0.2737,0.0469,0.9853,-0.2737,0.0469,0.9931,-0.2659,0.0469,0.9853,-0.2659,0.0469,0.9853,-0.2424,0.172,1.0088,-0.2659,0.1017,1.001,-0.1799,0.0156,1.001,-0.1564,0.0156,1.0166,-0.1095,-0.0235,0.9931,-0.1564,-0.0156,1.0088,-0.1329,0.0,1.001,-0.1095,-0.0078,0.9931,-0.0932,-0.0535,1.0119,-0.0732,-0.0222,1.0826,-0.0156,-0.0125,1.0341,-0.0131,-0.0482,1.0479,-0.0031,-0.05,1.0432,-0.01,-0.0275,1.0301,0.01,-0.0047,1.0391,KR52F001,Stand
24,-0.1824,0.1242,1.0078,-0.173,0.148,1.0429,-0.1364,0.1236,1.0388,-0.1733,0.1035,0.9913,-0.1595,-0.0094,1.0197,-0.1051,-0.0588,1.0078,-0.1098,-0.0072,0.863,-0.0948,-0.0992,0.935,-0.0266,0.0851,1.015,0.2424,0.1001,0.9556,0.2196,0.0006,1.0501,0.1689,-0.1602,1.1126,0.2074,-0.0504,1.0607,0.0704,-0.0626,0.8446,0.0782,-0.2111,1.0088,0.036,0.1717,1.062,0.1348,-0.0147,1.0144,-0.0188,0.0879,0.9096,0.0219,0.0654,0.9866,0.0719,-0.0907,1.001,0.1126,0.0113,1.006,0.0519,-0.0382,0.9753,0.1777,0.1727,1.128,0.2527,0.209,1.1117,0.1439,0.1501,0.9822,0.0679,0.1795,0.934,0.1486,0.0269,0.9759,0.1282,0.0391,1.0735,0.182,-0.016,1.0692,0.172,-0.3065,0.9071,0.0932,-0.3072,0.9691,0.1229,-0.0297,1.0053,0.1498,0.0591,0.9572,0.1445,0.0191,0.97,0.122,0.0203,0.9712,0.2552,0.076,1.0551,0.2058,-0.0034,1.0301,0.2459,0.0491,0.9165,0.2893,0.1799,1.0713,0.2893,0.0626,1.0792,-0.0313,0.0626,1.1886,0.1486,0.1329,1.0557,0.2111,0.0704,1.1417,0.2424,0.0782,1.0322,0.2737,-0.1017,1.1574,0.2502,0.0626,1.001,0.0938,-0.0391,0.8133,0.1251,-0.1251,0.8993,0.1877,0.1642,1.0244,0.2111,0.0313,0.9697,KR52F001,Forward Loco
25,0.0779,0.1508,1.0585,0.1486,0.1017,1.1104,0.219,0.0938,1.0948,-0.0084,-0.0185,0.7138,-0.2024,0.1023,0.7501,-0.1045,0.0935,0.6494,-0.0851,-0.0034,1.275,0.1079,0.1001,1.2309,0.0616,0.1013,1.1915,0.1373,0.1076,1.0932,0.1286,0.0801,1.0388,0.2662,0.1089,1.1054,0.5271,0.0594,1.0729,0.3897,0.0009,0.8446,0.1445,-0.0341,0.6969,-0.0344,-0.0382,0.6929,0.1595,0.05,0.7929,0.2362,0.1017,0.9493,0.2355,0.1767,1.0269,0.2581,0.1658,0.9359,0.275,0.1633,0.9265,0.3291,0.1958,1.0175,0.3003,0.2158,1.0275,0.355,0.1927,1.0507,0.4364,0.1602,0.9594,0.345,0.3219,0.8455,0.0235,0.1955,0.9071,-0.1095,0.0469,0.8915,0.0469,-0.0547,0.6491,-0.0156,0.0,0.8446,0.1642,0.1173,0.9931,0.1408,0.086,1.0244,0.219,0.0938,0.9462,0.3206,0.0938,0.8524,0.4145,0.0782,0.9306,0.4145,0.086,1.0635,0.5318,0.1251,1.1495,0.3519,0.3519,0.8915,0.0391,0.1408,0.9619,-0.0469,0.0469,0.9384,0.0235,-0.0078,0.7038,0.0391,0.0235,1.0166,0.1486,0.1017,1.0557,0.172,0.0938,1.0401,0.2268,0.0626,0.9619,0.2659,0.1173,0.954,0.3284,0.1095,0.9697,0.305,0.0704,1.1104,0.6647,0.0391,1.0792,0.3441,0.1642,0.782,KR52F001,Sweep
26,0.0313,0.086,0.8289,-0.086,0.0156,0.8915,-0.0078,-0.0704,0.8524,-0.0028,0.0332,1.011,0.1248,0.0763,1.0573,0.2111,0.0538,0.9666,0.2099,0.0607,0.8464,0.2143,0.1282,0.954,0.2712,0.0982,1.0523,0.3325,0.0823,1.1739,0.3356,0.1955,1.1189,0.1389,0.2778,0.9597,-0.0188,0.097,0.9791,0.0619,0.0056,0.9897,0.1971,0.0513,1.0153,0.1971,0.1123,1.1211,0.132,0.1623,1.1448,0.111,0.1533,1.087,0.0816,0.1514,1.0063,0.0917,0.0848,1.0229,0.0904,0.0153,1.0704,0.0147,0.0297,1.1326,0.305,-0.0047,1.0182,0.2321,0.2405,0.9853,0.1001,0.2618,1.006,0.0572,0.2796,0.8865,-0.0235,0.2268,1.0166,-0.0469,0.0547,0.9619,0.0053,0.0917,1.0225,0.1348,0.0447,0.9794,0.1592,0.101,1.031,0.1811,0.0466,1.2237,0.1658,0.0813,1.0807,0.0876,0.0663,1.0926,0.1129,0.0694,1.0995,0.1317,0.0269,1.0463,0.1842,-0.0016,0.9931,0.1548,0.0235,1.0119,0.0926,0.0303,1.0882,0.1927,0.0466,1.0895,0.3269,0.0751,1.0407,0.1229,-0.0857,0.9287,-0.0266,-0.2221,0.8055,-0.0541,0.0413,0.9099,-0.036,0.2993,1.0041,-0.091,0.2111,0.9153,-0.1351,0.0791,0.959,-0.0344,0.1361,1.1104,0.0119,0.117,1.1352,-0.0188,0.1301,1.0513,KR52F001,Sweep
27,-0.1433,0.0841,1.1871,-0.0094,0.0404,1.1427,0.0766,0.0482,1.0607,0.1786,-0.0025,1.0501,0.1939,-0.0047,1.1292,0.2984,0.0353,1.2299,0.2884,0.041,1.1267,0.0626,0.0835,0.9171,-0.0647,0.0698,0.8708,0.0328,0.061,0.9259,0.1745,0.0738,1.2299,0.2252,0.112,1.2149,0.2618,0.1404,1.1011,0.28,0.1242,1.0416,0.3065,0.0938,1.0338,0.2828,0.0682,1.1251,0.335,0.0732,1.157,0.1592,0.1064,0.8905,-0.1239,-0.0135,0.8968,-0.1314,-0.0047,0.8868,0.106,-0.0053,1.086,0.1073,0.0748,1.2224,0.2455,0.0572,1.1204,0.2502,0.0782,1.0713,0.2424,0.0626,0.9775,0.2346,0.0547,0.9853,0.1877,0.0626,1.1495,0.3754,0.1017,1.1417,0.1642,0.2815,0.7585,-0.1408,0.1329,0.9228,-0.1799,0.0391,0.8837,-0.0313,0.0078,0.6569,0.0,0.1251,1.3138,0.0391,0.1173,1.1652,0.0938,0.1173,1.1026,0.1955,0.1095,0.9931,0.2111,0.0704,0.9775,0.2659,0.086,0.9931,0.2893,0.0313,1.1104,0.4145,0.1877,1.1495,0.1799,0.2815,0.8055,-0.1017,0.1486,0.8446,-0.1486,-0.0391,0.8993,-0.1329,-0.0156,0.6569,0.219,0.2033,1.2199,0.1799,0.2424,1.1808,0.1095,0.1799,1.1104,0.086,0.1251,1.087,0.219,0.1251,1.0322,0.2033,0.0782,0.9931,KR52F001,Sweep
28,0.2052,0.0622,1.0879,0.6031,0.0579,1.0935,0.3178,0.0985,0.8918,0.0763,0.1079,0.8655,-0.1611,-0.0031,0.9978,-0.0748,0.0726,0.9115,0.0178,0.0372,0.9547,0.1492,0.0022,1.1549,0.1342,0.0432,1.1101,0.1142,0.0751,1.0432,0.0047,0.0841,1.0066,0.0435,0.1317,0.939,0.1329,0.1032,0.9553,0.1329,0.0513,1.0028,0.1939,0.0547,1.0494,0.2346,0.0798,1.0864,0.0644,0.2693,0.9938,-0.1789,0.1942,0.9519,-0.2424,0.0141,0.9481,-0.0923,0.0454,0.8461,0.1292,0.0954,1.1298,0.1573,0.1429,1.0854,0.1852,0.1846,1.1505,0.2346,0.2972,0.9306,0.3128,0.0782,0.954,0.1154,0.0569,1.0882,0.0666,0.1114,1.1133,0.03,0.1311,1.0519,0.0732,0.1198,1.0307,0.1157,0.0985,1.0604,0.3685,0.0059,1.0366,0.2775,0.1814,0.9703,0.1817,0.2133,0.9766,0.0635,0.0228,1.1377,0.0328,0.0172,1.1026,0.0469,0.2396,1.0579,0.0882,0.2471,1.0535,0.3119,0.243,1.1999,0.35,0.1573,1.138,0.2455,0.0078,1.0432,0.1874,0.091,1.0357,0.1724,0.1164,1.0351,0.1236,0.0826,1.057,0.1789,0.1555,1.0576,0.147,0.1236,1.0682,0.1724,0.0963,1.0451,0.1248,0.1076,1.0125,0.1389,0.0519,1.0519,0.3441,-0.1173,0.9853,0.2424,-0.086,1.0557,KR52F001,Sweep
